ID,Slug,Name,"Date Created",Author,Description,Excerpt,Status,Categories,Tags,Price,Files,"File Download Limit","Featured Image",SKU,Notes,Sales,Earnings
223891,state-of-the-cheese-game,"State of the Cheese Game","2019-08-05 02:36:25",13,"This is the perfect game to get the crowd excited and laughing. How well do your students know the shape of the States? Here is an even better question, how well can your students bite cheese slices into those shapes?

&lt;strong&gt;DOWNLOAD INCLUDES&lt;/strong&gt;
Full Walkthrough
Logo
Slides (40+)",,publish,Games,"active game | upfront game | volunteer game",4,https://s3.amazonaws.com/YouthMin/Jonathan+Holmes/State+of+the+Cheese.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/youth-ministry-game-download-upfront-interactive-non-screen-game.jpg,,,0,0
245032,starting-line,"Starting Line","2019-08-09 13:11:04",18,"This four-part series talks about stewardship starting right where you are. We don't start out where we want to be, but we all have a starting line. When it comes to stewardship, it is never too early to begin. This series will help students gain purpose where they are and live on purpose with their time, money/resources, and relationships.",,publish,"Sermon Series",,12,https://s3.amazonaws.com/YouthMin/Ben+Marshall/StartingLine.zip,1,https://youthmin.local:8890/wp-content/uploads/2019/07/starting-line-sermon-series-download-youth-ministry-messages.jpg,,,0,0
273841,star-wars-would-you-rather-countdown,"Star Wars would you rather countdown","2020-03-01 20:40:42",74,"Sometimes, you wrestle with including a game or giving more time for another element in your ministry programming. We started creating these countdown videos that serve as more than just a timer, but also include elements to engage your group as a game would.

This video download is a perfect tool to build engagement before your service begins. It&rsquo;s a 5-minute countdown, but at least once a minute, the timer fades away to reveal a would you rather question related to the famous movie franchise from a galaxy far, far away. It&rsquo;ll get your group into their seats, talking with those around them, and ready for your service to begin. It&rsquo;s great for a youth group, but it also can be great for kids' ministry!","A 5-minute countdown video with would you rather scenarios from a galaxy far, far away.",publish,videos,"Countdown | opener | Star Wars | video | would you rather",6,https://s3.amazonaws.com/YouthMin/Ben/Videos/StarWars_wouldyourather.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/11/star-wars-would-you-rather.jpg,,,0,0
79715,star-wars-reverse-charades,"Star Wars Reverse Charades","2019-04-18 02:26:32",74,"One of our favorite games to get everyone in the group involved, combined with the greatest movie series of all time, it's a no brainer.

Download contains 11 game play slides, already packaged in a powerpoint so it's ready to go right away!","&lt;ul&gt;
 	&lt;li&gt;ready to go powerpoint game&lt;/li&gt;
 	&lt;li&gt;individual game slides for propresenter&Acirc;&lt;/li&gt;
 	&lt;li&gt;11 rounds of play&lt;/li&gt;
&lt;/ul&gt;",publish,Games,"crowd game | games | powerpoint game | Star Wars | upfront game",4,https://s3.amazonaws.com/YouthMin/Ben/Games/SWReverseCharades.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/star-wars-reverse-charades-crowd-game.jpg,,,0,0
27936,stairs-welcome-slide,"Stairs Welcome Slide","2019-01-11 02:21:54",1,"This welcome slide is so hipster that even the hipsters don't have it yet... ok... maybe not, but it's cool! This welcome slide is fully customize-able in Photoshop or any program that can open a Photoshop file.

Included in this purchase are the following:

-1 -- PSD file

-1 -- 1980 x 1020 jpeg file

-1 -- 1280 x 720 jpeg file

-links to all fonts used",,draft,,,3.00,https://s3.amazonaws.com/YouthMin/Josh+Sutton/Welcome+Slides/stairs_welcome.zip,-1,,,,0,0
246352,squared-welcome-slides-pack,"Squared Welcome slides pack","2019-05-17 08:54:18",74,"Grab this pack of free slides to welcome students to youth group!",,publish,"Admin Tools",,0,https://s3.amazonaws.com/YouthMin/Ben/Graphics/Square_welcome.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/05/welcome-to-youth-group-slides-graphics-pack-download.jpg,,,0,0
34038,square-summer-calendar,"Square Summer Calendar","2019-01-11 02:23:58",74,"This is one of our favorite new calendar designs, and our Youth Ministry has already received a ton of great feedback from Parents, Staff and Leaders about the look of it. The simplicity of the calendar keeps it from being bogged down with details, while it doesn't sacrifice any information with room for Summer Study series as well as information for each individual event you have planned this summer.

Download this Square Summer Calendar for your Youth Ministry today.&nbsp;The download comes with a front and back file in both Photoshop format and Photoshop Elements format, and uses exclusively Free fonts, so you can get the same exact look you see here.

*Note: These files are photoshop files. You will need Photoshop or similar software in able to edit these files. Design files for summer study logos are not included in this design.",,draft,Calendars,,8.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/SquareCalendar.zip,-1,,,,0,0
159721,squad-goals,"Squad Goals","2019-01-11 02:32:54",15,"In a world where relationships have changed, our students are growing up relating to one another very differently. In the past 25 years, the average person experiences loneliness more frequently and has less close friends than ever before. But, the Bible speaks often to friendships.

This series seeks to help students to understand what it is to be a Godly, Biblical friend. It also helps them to understand what they should look for in a friend.

Week 1 - Love Like Jesus
Week 2 - Being a friend from Proverbs
Week 3 - Carrying each other's burdens
Week 4 - Cutting off toxic relationships

This series comes complete with full manuscripts that also includes suggested illustrations and presentation notes. Each manuscript also comes in both .doc and .pages format so you can edit it as you need. There are two versions of a series logo slide for you to choose from, as well as a background for your slide notes.

Also included is an optional survey to give your students prior to the series to understand their view of friends and how they interact with their friends.","&lt;ul&gt;
 	&lt;li&gt;Four fully editable manuscripts&lt;/li&gt;
 	&lt;li&gt;Two logo slide options and background&lt;/li&gt;
 	&lt;li&gt;Manuscripts with discussion questions&lt;/li&gt;
 	&lt;li&gt;Suggested illustrations&lt;/li&gt;
 	&lt;li&gt;Survey to help understand student's friendships&lt;/li&gt;
 	&lt;li&gt;Week 1 - Love Like Jesus&lt;/li&gt;
 	&lt;li&gt;Week 2 - Being a friend from Proverbs&lt;/li&gt;
 	&lt;li&gt;Week 3 - Carrying each other's burdens&lt;/li&gt;
 	&lt;li&gt;Week 4 - Cutting off toxic relationships&lt;/li&gt;
&lt;/ul&gt;",publish,"Sermon Series","friends | friendship | proverbs | toxic",12.00,https://s3.amazonaws.com/YouthMin/RyanAkers/Squad+Goals.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/Squad-1.jpg,,,0,0
116615,spring-calendar-2017,"Spring Calendar 2017","2019-01-11 02:30:13",9,"Looking for a Photoshop PSD calendar design for SPRING 2017? Here you go! The product includes two variations of the same calendar.

Font Used: Novecento &nbsp;| Download Font: &lt;a href=&quot;https://www.fontsquirrel.com/fonts/novecento-wide&quot;&gt;Click Here&lt;/a&gt;

Adobe Photoshop or a compatible program is required to edit this file.",,draft,Calendars,,10.00,https://s3.amazonaws.com/nickstore/Spring2017.zip,-1,,,,0,0
54767,spring-6-month-calendar-2016,"Spring 6 Month Calendar 2016","2019-01-11 02:25:23",9,"Download this spring 6 month calendar for 2016. It comes with 4 design variations and 2 bonus variations. All fonts are include and the files are easily editable with a basic Photoshop understanding.

&lt;strong&gt;Included:&nbsp;&lt;/strong&gt;
6 total design variations
Font
.PSD Photoshop files

&lt;em&gt;You must have Adobe Photoshop or a similar product that can open .psd files in order to edit this product.&nbsp;&lt;/em&gt;",,draft,Calendars,,10.00,https://s3.amazonaws.com/nickstore/Spring2016.zip,-1,,,,0,0
27980,spring-6-month-calendar,"Spring 6 Month Calendar","2019-01-11 02:22:38",9,"Download this easy to use 6 month calendar to keep your students and parents in the loop. We&rsquo;ve included two different versions of this calendar. The white version is perfect if you print your calendar in house. The black is perfect to have professionally printed. Each files is designed to be used in Adobe Photoshop or similar programs that can handle .psd files.

Download the font&nbsp;&lt;a href=&quot;http://www.fontsquirrel.com/fonts/novecento-wide&quot; target=&quot;_blank&quot; rel=&quot;noopener noreferrer&quot;&gt;here&lt;/a&gt;.",,draft,,,10.00,https://s3.amazonaws.com/nickstore/6monthcal.zip,-1,,,,0,0
268626,spring-2020-warped-calendar,"Spring 2020 Warped calendar","2019-11-25 22:30:41",74,"Help your students and families know about upcoming youth ministry activities with this great editable calendar template. This downloadable youth ministry calendar is super easy to customize in photoshop, but we've also included each of the unique elements so that you can very easily and simply recreate this in your software of choice, be it microsoft word, affinity designer, or even google docs.

Take the printed calendar even further with the included social tools. The elements work as .png icons, so you can reuse them in crafting custom social graphics, add them to more branding or more images. We've also included &nbsp;instagram story-covers to focus on spring events, or monthly activities, and to give to the church instagram to tie in this branding.

This calendar is a whole pack of great resources to help you strengthen your communications this coming semester.

&lt;em&gt;&lt;b&gt;This resource is also part of YouthMin.org's End of Year bundle! While you're more than welcome to purchase this resource individually, you can grab it as part of our massive resource pack that saves over 94%! Grab this, and an additional 100+ resources!&lt;/b&gt;&lt;/em&gt;","&lt;ul&gt;
 	&lt;li&gt;download template editable in microsoft word&lt;/li&gt;
 	&lt;li&gt;includes photoshop files&lt;/li&gt;
 	&lt;li&gt;includes instagram story covers&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,"Calendar | template | word editable",10,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2020/spr20_warped.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/11/2020-spring-calendar-template-youth-ministry-warped.jpg,,,0,0
268621,spring-2020-calendar-word-grid,"Spring 2020 calendar Word grid","2019-11-25 22:25:14",74,"Help your students and families know about upcoming youth ministry activities with this great editable youth ministry calendar template. What makes this fall calendar template great is it comes ready to edit in both photoshop form and in Microsoft Word, so anyone can customize it to their youth group!

Take the printed ministry calendar even further with the included social tools. We've included a full pack of images themed for this fall calendar template to focus on fall events, or monthly activities, and to give to the church instagram to tie in this branding.

This calendar is a whole pack of great resources to help you strengthen your youth ministry communications, and is a great tool for your back to school ministry to students. Download this student ministry resource today and you can be all set tonight.

&lt;em&gt;&lt;b&gt;This resource is also part of YouthMin.org's End of Year bundle! While you're more than welcome to purchase this resource individually, you can grab it as part of our massive resource pack that saves over 94%! Grab this, and an additional 100+ resources!&lt;/b&gt;&lt;/em&gt;","&lt;ul&gt;
 	&lt;li&gt;fully word editable&lt;/li&gt;
 	&lt;li&gt;multiple backgrounds/color themes&lt;/li&gt;
 	&lt;li&gt;landscape and portrait layouts ready to go&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,"Calendar | template | word editable",10,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2020/S20_Word_Grid.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/11/2020-spring-calendar-template-youth-ministry-word-grid.jpg,,,0,0
268619,spring-2020-calendar-modern-blob,"Spring 2020 calendar modern blob","2019-11-25 22:19:28",74,"Help your students and families know about upcoming youth ministry activities with this great editable calendar template. What I love about this specific youth ministry calendar template is how it draws attention to one big event.

Take the printed calendar even further with the included social tools. We've included several instagram story-covers to focus on fall events, or monthly activities, and to give to the church instagram to tie in this branding.

This calendar is a whole pack of great resources to help you strengthen your communications this coming semester.

&lt;strong&gt;&lt;em&gt;This resource is also part of YouthMin.org's End of Year bundle! While you're more than welcome to purchase this resource individually, you can grab it as part of our massive resource pack that saves over 94%! Grab this, and an additional 100+ resources!&lt;/em&gt;&lt;/strong&gt;","&lt;ul&gt;
 	&lt;li&gt;word editable&lt;/li&gt;
 	&lt;li&gt;flattened design to keep the look and change info&lt;/li&gt;
 	&lt;li&gt;single central announcement area for big promotion&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,"Calendar | template | word editable",10,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2020/spr20_blobs.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/11/2020-spring-calendar-template-youth-ministry.jpg,,,0,0
268620,spring-2020-calendar-big-grid,"Spring 2020 Calendar Big Grid","2019-11-25 22:22:21",74,"One of our most popular items, this calendar has been in constant demand since we first introduced it. The design of this calendar does a great job at grabbing attention, clearly laying out event information, and being useful enough for families to use in their kitchen. We don&rsquo;t usually make fluffy statements, no calendar gets as much positive feedback from students and parents in my ministry as the ones I make using this template.

Purchase and download this youth ministry calendar for an extremely intricate design, with everything neatly organized and labeled to help you fill in all of your Youth Ministry events into this calendar. It also comes with multiple backgrounds to choose from, or you can always find your own!

You can change the colors used very easily and quickly, and completely customize it to your youth ministry branding.

&lt;i&gt;*Note:&lt;strong&gt; You are downloading photoshop files&lt;/strong&gt;, and you will need photoshop or a similar alternative in order to edit these files. There is simply no way to create as detailed and&nbsp;heavy of a file that this calendar is in&nbsp;Microsoft word. We have other calendars that are editable in word under the calendars section.&lt;/i&gt;

&lt;strong&gt;&lt;em&gt;This resource is also part of YouthMin.org's End of Year bundle! While you're more than welcome to purchase this resource individually, you can grab it as part of our massive resource pack that saves over 94%! Grab this, and an additional 100+ resources!&lt;/em&gt;&lt;/strong&gt;","&lt;ul&gt;
 	&lt;li&gt;full semester layout&lt;/li&gt;
 	&lt;li&gt;11 x 17 tabloid size design&lt;/li&gt;
 	&lt;li&gt;clean and clear design - communication is key&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,"Calendar | Photoshop | template",10,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2020/spr20_gradientgrid.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/11/2020-spring-calendar-template-youth-ministry-gradient-grid-copy.jpg,,,0,0
268627,spring-2020-block-calendar,"Spring 2020 block calendar","2019-11-25 22:30:46",74,"Help your students and families know about upcoming youth ministry activities with this great editable youth ministry calendar template. What makes this fall calendar template great is it comes ready to edit in both photoshop form and in Microsoft Word, so anyone can customize it to their youth group!

Take the printed ministry calendar even further with the included social tools. We've included a full pack of images themed for this fall calendar template to focus on fall events, or monthly activities, and to give to the church instagram to tie in this branding.

This calendar is a whole pack of great resources to help you strengthen your youth ministry communications, and is a great tool for your back to school ministry to students. Download this student ministry resource today and you can be all set tonight.

&lt;em&gt;&lt;b&gt;This resource is also part of YouthMin.org's End of Year bundle! While you're more than welcome to purchase this resource individually, you can grab it as part of our massive resource pack that saves over 94%! Grab this, and an additional 100+ resources!&lt;/b&gt;&lt;/em&gt;","&lt;ul&gt;
 	&lt;li&gt;download template editable in microsoft word&lt;/li&gt;
 	&lt;li&gt;includes photoshop files&lt;/li&gt;
 	&lt;li&gt;includes instagram story covers&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,"Calendar | template | word editable",10,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2020/spr20_blockcal.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/11/5-month-spring-calendar-template-download.jpg,,,0,0
224399,spring-2019-simple-calendar,"Spring 2019 simple calendar","2019-01-11 02:37:31",74,"Get your Winter/Spring calendar out faster by letting us do the work for you! All you have to do is add your dates and events and you&rsquo;re ready to go! In this Winter/Spring Calendar package, you get the Photoshop version and a version built in Microsoft Word. This calendar runs from January to April.

We&rsquo;ve also included several background options to choose from, to make this calendar re-usable in future semesters, make it monthly, or just for different tastes!

&lt;form id=&quot;edd_purchase_136770-2&quot; class=&quot;edd_download_purchase_form edd_purchase_136770&quot; method=&quot;post&quot;&gt;
&lt;div class=&quot;edd_download_quantity_wrapper&quot;&gt;&lt;em&gt;&lt;strong&gt;But Wait! This resource is also part of YouthMin.org's Ultimate Youth Ministry bundle! While you're more than welcome to purchase this resource individually, you can grab it as part of our massive resource pack that saves over 94%! Grab this, and an additional 100+ resources!&lt;/strong&gt;&lt;/em&gt;&lt;/div&gt;
&lt;/form&gt;","&lt;ul&gt;
 	&lt;li&gt;Word and PSD editable&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2019/SPRING_19_SIMPLE.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/simple-youth-ministry-calendar-sq.png,,,0,0
224244,spring-2019-grid-calendar,"Spring 2019 Grid Calendar","2019-01-11 02:36:54",9,"Looking for a Photoshop PSD calendar design for Spring 2019? Here you go!

Included with this download:

-Font

-.PSD File

Adobe Photoshop or a compatible program is required to edit this file.",,draft,Calendars,,10.00,https://s3.amazonaws.com/nickstore/calendars/2019Spring/SpringSquare2019_JanApr.zip,-1,,,,0,0
2884,spring-2019-gradient-calendar,"Spring 2019 Gradient Calendar","2019-01-12 20:41:58",9,"Calendars are a great way to keep your parents and students connected with your ministry. We suggest releasing a calendar at least by quarter or season (Summer, Fall, and Spring). This product is created to be edited in Adobe Photoshop. The included .PSD file can only be edited by Adobe Photoshop or another compatible program.","&lt;ul&gt;
 	&lt;li&gt;Spring 2019&lt;/li&gt;
 	&lt;li&gt;Adobe Photoshop File&lt;/li&gt;
 	&lt;li&gt;Fonts Included&lt;/li&gt;
 	&lt;li&gt;Easily Change Colors&lt;/li&gt;
&lt;/ul&gt;",publish,,,10.00,https://s3.amazonaws.com/nickstore/calendars/2019Spring/GradientCalendar2019_Jan-May.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/spring.jpg,,,0,0
224393,spring-2019-calendar-doc-psd,"Spring 2019 Calendar DOC + psd","2019-01-11 02:37:31",74,"Get your spring calendar out faster by letting us do the work for you! All you have to do is add your dates and events and you&rsquo;re ready to go! This spring Calendar download contains a beautiful calendar fully built in Microsoft Word, meaning you don't need any expensive software to customize it. This calendar runs from January to December.

Download it today and you can have it ready to hand out this week!

contains both an editable word document and customizable .psd.

&lt;em&gt;&lt;strong&gt;But Wait! This resource is also part of YouthMin.org's Ultimate Youth Ministry bundle! While you're more than welcome to purchase this resource individually, you can grab it as part of our massive resource pack that saves over 94%! Grab this, and an additional 100+ resources!&lt;/strong&gt;&lt;/em&gt;","&lt;ul&gt;
 	&lt;li&gt;Word and PSD editable&lt;/li&gt;
&lt;/ul&gt;",publish,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2019/Word_Grid.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/word-youth-ministry-calendar-sq.png,,,0,0
159910,spring-2018-vertical-calendar,"Spring 2018 Vertical Calendar","2019-01-11 02:33:11",74,"This is an absolutely gorgeous Calendar that is extremely easy to edit and customize for your own ministry. All elements are clearly labeled and laid out in a simple way to help you edit this template in just a short amount of time.

This download does not contain the font used, though they can be found at their source site for free download. This download contains photoshop files. You will need photoshop, or similar editing software, and some basic knowledge of the program to customize this download.",,draft,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2018_Spr_Calendar.psd.zip,-1,,,,0,0
159921,spring-2018-simple-calendar,"Spring 2018 Simple Calendar","2019-01-11 02:33:12",74,"Get your Spring calendar out faster by letting us do the work for you! All you have to do is add your dates and events and you&rsquo;re ready to go! In this Spring Calendar package, you get the Photoshop version and a version built in Microsoft Word. This calendar runs from January to April.

We've also included 5 background options to choose from, to make this calendar re-usable in future semesters, to make it monthly, or just for different tastes!",,draft,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2018_spr_simplecal.zip,-1,,,,0,0
159926,spring-2018-line-calendar,"Spring 2018 Line Calendar","2019-01-11 02:33:17",74,"This is an absolutely gorgeous Calendar that is extremely easy to edit and customize for your own ministry. All elements are clearly labeled and laid out in a simple way to help you edit this template in just a short amount of time.

This download does not contain the font used, though they can be found at their source site for free download. This download can be edited in either &lt;strong&gt;photoshop&lt;/strong&gt; or &lt;strong&gt;Microsoft Word&lt;/strong&gt;.",,publish,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/2018_spr_Line.zip,-1,,,,0,0
159990,spring-2018-calendar,"Spring 2018 Calendar","2019-01-11 02:33:38",9,"Are you looking for a 2018 Spring Calendar? Download this Photoshop file and easily edit all layers. Don't worry about the font, because we included that as well!",,publish,Calendars,,10.00,https://s3.amazonaws.com/nickstore/Spring2018.zip,-1,,,,0,0
53032,spring-2016-calendar-psd-word-doc,"Spring 2016 Calendar (PSD & Word Doc)","2019-01-11 02:25:12",62,"Get your Spring&nbsp;calendar out faster by letting us do the work for you! All you have to do is add your dates and events and you&rsquo;re ready to go! In this Spring&nbsp;Calendar package, you get the Photoshop version and a version built in Microsoft Word.",,draft,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Brent+Aiken/spring16cal.zip,-1,,,,0,0
59107,spring-2016-calendar,"Spring 2016 Calendar","2019-01-11 02:26:03",1,"This is an absolutely gorgeous Calendar that is extremely easy to edit and customize for your own ministry. All elements are clearly labeled and laid out in a simple way to help you edit this template in just a short amount of time.

This download does not contain the font used, though they can be found at their source site for free download. This download contains photoshop files. You will need photoshop, or similar editing software, and some basic knowledge of the program to customize this download.",,draft,Calendars,,100050.00,https://s3.amazonaws.com/YouthMin/Ben/Calendars/SpringCalendar2016.zip;all,-1,,,,0,0
70087,spring-2016-3-month-word-calendar,"Spring 2016 3 Month Word Calendar","2019-01-11 02:26:05",1,"Download this 2016 3 month word calendar for your ministry! If you have Microsoft Word, you can edit this Calendar!",,draft,Calendars,,3.00,https://s3.amazonaws.com/nickstore/SpringCalendar2016_word.docx.zip,-1,,,,0,0
106065,spring-17-calendar-word-psd,"Spring 17 calendar - word &.psd","2019-01-11 02:29:56",1,"Get your Spring&nbsp;calendar out faster by letting us do the work for you! All you have to do is add your dates and events and you&rsquo;re ready to go! In this Spring&nbsp;Calendar package, you get the Photoshop version and a version built in Microsoft Word.",,draft,Calendars,,10.00,https://s3.amazonaws.com/YouthMin/Brent+Aiken/spring17calbundle.zip,-1,,,,0,0
267602,spiritual-disciplines-discipleship-study,"Spiritual Disciplines Discipleship Study","2019-11-23 22:28:03",58,"This discipleship study is a great tool to use to disciple/mentor students with! Each week, there is a new discipline to look over and discuss how to apply that discipline to your walk with Jesus. If the student you're looking to mentor is new, has been a Christian for awhile, or just want to learn more of how they can grow closer to Jesus.

&amp;nbsp;","This resource includes:
- 1 Overview of the 10-weeks of Spiritual Disciplines Discipleship
- Guide for Scripture writing
- Schedule for how each session should go
- 9 specific guides for study over Spiritual disciplines.",publish,Discipleship,"discipleship | Discussion | evangelism | fasting | stewardship",9,https://ymblock.s3.amazonaws.com/Spiritual_Disciplines_Study.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/10/spiritual-disciplines-study.jpg,,,0,0
48992,speed-gaming,"Speed Gaming","2019-01-11 02:25:04",55,"This is a great ice-breaker if you have a long time to fill, especially with a larger group. The concept is similar to speed dating, but instead of meeting a bunch of people to try and date, players are meeting a bunch of other teens just to have fun playing games! Players will get the chance to quickly connect with as many others as you time for, possibly meeting everyone at your event. The game is a circle of games (board games, card games, &amp;amp; video games... best choices are common, simple games like Checkers, Jenga, Mariokart, scrabble, uno, etc.). Each game has multiple seats, with some seats on a numbered inside loop and some seats on a numbered outside loop. Have everyone take a seat at a game. Do a quick glance at the rules if needed, and then players face off and chat in the short time they have at their game. After a few minutes, a timer goes off and everyone must move one seat in the direction of their loop. Players meet new opponents on a new game (or possibly at a different position on the same game!), pick up where the last player left off, and continue on! Points are scored for completing a game or achieving something special like a Yahtzee or a double jump in checkers. Everyone keeps track of their own scores and creative prizes can be awarded at the end. Plan on 30-75 minutes depending on the size of your group.

This product comes with PDF instructions on how to set up the Speed Gaming, sample score cards and number cards, and some graphics for promo, as well as the original .ai Adobe Illustrator art files so you can modify the graphics as needed.

&lt;em&gt;&lt;strong&gt;*Product &lt;span style='text-decoration: underline;'&gt;does not&lt;/span&gt; include actual games. Product &lt;span style='text-decoration: underline;'&gt;does&lt;/span&gt; include graphics, instructions, and score card designs.&nbsp;&lt;/strong&gt;&lt;/em&gt;",,pending,Uncategorized,,3.00,https://s3.amazonaws.com/YouthMin/JasonSell/SpeedGaming.zip,-1,,,,0,0
246322,sound-f-x-game,"Sound F/X Game","2019-08-05 13:11:03",18,"This game is played a bit like charades, but with sound effects. The goal of the game is for one team to guess the most words as their team makes the sounds. For example, the word &ldquo;lion&rdquo; appears on the screen behind the team representative and their team instantly starts roaring. The team rep then has to guess what they are making the noise in reference to which, in this case, would be lion.","This game is played a bit like charades, but with sound effects! A great team game without all the running around, but still causes a commotion!",publish,Games,"cats | computer game | dogs | effects | fx | games | propresenter | screen game | screen games | slides | sound effects | sounds",3,https://ymbmarshall.s3-us-west-2.amazonaws.com/SoundFX_game.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/07/sounds-fx-game.jpg,,,0,0
73529,some-assembly-required-discipleship-sermon-series,"Some Assembly Required - Discipleship Sermon Series","2019-01-11 02:26:12",62,"This 4 week series talks about understanding what it takes for us to be a community of disciples, from working alongside the community, properly treating other Christians, knowing what a disciple is, and then finally some tools to make more disciples.

&lt;strong&gt;This series contains:&lt;/strong&gt;
4 Sermons
- Know Your Team (Community)
- Learning to Build (6 Marks of a Disciple)
- Building Others (Treating Other Christians Respectful)
- Teaching Others to Build (Making Disciples)
Suggested Images for sermons
PSD Editable Sermon Slide (For Scriptures and Sermon Notes)
PSD Editable Series Logo (And corresponding JPEG premade)
PSD Editable Series Header (Facebook, Small Group Devo Headers, Etc.)",,draft,Uncategorized,,12.00,https://s3.amazonaws.com/YouthMin/Brent+Aiken/someassemblyrequired.zip,-1,,,,0,0
179262,solo-or-lando,"Solo or Lando","2019-01-11 02:33:56",58,"Do you think you will know if the quote was said by Solo or Lando? Here is your chance! See if you know whether Solo or Lando from Star Wars said a certain quote! This resource includes:
- 10 (and 1 bonus) Q/A Images
- Ready-to-use PowerPoint",,publish,Games,,4,https://s3.amazonaws.com/YouthMin/Ben+Lock/Solo_or_Lando.zip,-1,,,,0,0
188925,social-media-schedule,"Social Media Schedule","2019-01-11 02:34:55",74,"This download contains a great tool to help you create a schedule for your social media posting, finding a balance between announcements, life in the church, resources, scripture, and engagement seeking posts. Use it to help take your church social media presence to the next level!",,publish,"Admin Tools","freebies | schedule | Social media",0.00,https://s3.amazonaws.com/YouthMin/Ben/SocialMedia/Social_Media_Schedule.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/when-to-post-on-social-media-youth-ministry-download.jpg,,,0,0
216451,social-media-plan-sample-pack,"Social Media plan sample pack","2019-01-11 02:35:56",74,"This is a free sample pack of images and suggested captions to post on your youth group&nbsp;instagram or facebook page. Each month, we release a full month's worth of images, with a suggested caption to go along with it and a schedule of what to post, when. It's designed to give you a consistent social media presence, with minimal work, and one that can then be supplemented with live posts from your events and gatherings.

This pack contains 10 .jpeg's and a .pdf of suggested captions. In our normal, monthly packs, we also include .psd's for greater customization. Even better, our monthly packs are completely free for our Level Up members.","&lt;ul&gt;
 	&lt;li&gt;10 .jpg images&lt;/li&gt;
 	&lt;li&gt;suggested post schedule&lt;/li&gt;
 	&lt;li&gt;sample of our full month packs&lt;/li&gt;
&lt;/ul&gt;",publish,Uncategorized,,0.00,https://s3.amazonaws.com/YouthMin/sample/10_Social_graphics.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/01/social-media-sample-pack.jpg,,,0,0
58533,social-media-graphic,"Social Media Graphic","2019-01-11 02:25:54",2,"Need a great way to promote all of your social media outlets in one place!? This graphics can be edited to include your website, Facebook, twitter and instagram names!

Photoshop file- Need Photoshop to edit",,draft,Uncategorized,,5.00,https://s3.amazonaws.com/YouthMin/Jaron/SOCIALMEDIACARD.zip,-1,,,,0,0
250231,so-now-what-new-believers-devotional,"So, Now What? New Believer's Devotional","2019-06-10 11:51:06",18,"This 7-day devotional takes the new believer on a journey to discover more about what salvation is, why it is necessary, and how to live out this new faith in Jesus Christ. The new believer will have space to write, answer questions, follow prayer prompts, read and reflect on Scripture. This resource is written in such a way as to be able to print into a booklet format.","This 7-day devotional takes the new believer on a journey to discover more about what salvation is, why it is necessary, and how to live out this new faith in Jesus Christ.",publish,Discipleship,"Christian | devotional | Devotions | Disciple | Followers of Jesus | Jesus Christ | New Believers | Now What | Salvation",10,https://ymbmarshall.s3-us-west-2.amazonaws.com/Now_What_Devotional_Salvation.zip,-1,https://youthmin.local:8890/wp-content/uploads/2019/05/Now-What-A-Devotional-Resource-for-New-Believers-Salvation.jpg,,,0,0
